-2.698239414688354820e+00,1.345470200731196719e+00
-2.874598348699493933e+00,1.809757496086199957e+00
9.607712577599329951e-01,1.170467773455444283e+00
-2.940323235612133601e+00,1.802245693218155420e+00
-2.724836444900671228e+00,1.683584922605557033e+00
-2.753203360258608345e+00,1.429923217016965120e+00
-2.807821661798717283e+00,1.831527138504164931e+00
-2.721280525975677378e+00,1.738025702489607749e+00
-1.387165827742360191e+00,2.243606489903040124e+00
-2.738547656175359446e+00,1.817590858452176272e+00
-2.866360151839779213e+00,1.758103779662416377e+00
-2.816632162003706252e+00,1.758702984129883351e+00
-2.837841139909130117e+00,1.886617268854450025e+00
-2.690217630793406034e+00,1.420319987690879637e+00
-2.719160462500041842e+00,1.852802201987230557e+00
-2.758984741413363917e+00,1.442595551574650248e+00
-2.822206972401302139e+00,2.732046661827139733e+00
-1.103508705509170129e+00,2.208514176595031575e+00
-2.785432935099706242e+00,2.723725293893973998e+00
-1.155692114502954726e-01,2.300826229162379111e+00
-2.786092567988654789e+00,1.272725182541299072e+00
-2.650143786188198458e+00,1.722653060771730971e+00
-2.802627672254815128e+00,2.864284011158359178e+00
-2.629172422576627532e+00,2.988396488360689052e+00
7.841487091684937738e-01,2.325030546538672027e+00
2.133079523146433620e-01,2.706514891073877660e+00
-2.887477027274619967e+00,1.744069300342744988e+00
5.856801937565636607e-01,2.413454569533915794e+00
-2.567505969879609662e+00,1.323418708145936984e+00
-1.651106155604662673e+00,2.375055850176772232e+00
-2.778645615762437959e+00,1.338589255222599306e+00
-8.422264063880766649e-01,2.567924015594923226e+00
-2.966076071070454567e+00,2.754325140770451874e+00
-2.780427656951263593e+00,1.310573246512901191e+00
-2.706682641301854542e+00,1.449008623759850289e+00
-2.611801993433424673e+00,1.965220097350579564e+00
8.098672516030993584e-01,1.549469361587802796e+00
-2.807329319982779570e+00,1.921750053577059969e+00
-2.755815435104284283e+00,2.848642265135036933e+00
-2.843230077596253569e+00,2.902156170288249459e+00
-2.791983461346484230e+00,1.769384020155295945e+00
-1.125169131678224188e+00,1.376983740540735246e+00
-1.301708417254694217e+00,2.074392735325469417e+00
3.179254815382170363e-01,2.005500283678302686e+00
-8.685523854840798696e-02,2.664905160340989898e+00
-1.552335552467038360e+00,2.170247106102674461e+00
-2.680612378039587629e+00,1.279750063421525086e+00
-2.808623155034136953e+00,1.761306899134621684e+00
-2.683653762125299380e+00,1.342948183947699325e+00
-1.801593546722155992e+00,2.195597262882646561e+00
-2.832519427636658538e+00,1.622489838527846562e+00
